Question,Answer
"This man poses against his horse Blueskin in a painting by John Trumbull. This man was depicted in a rotunda fresco painted by Constantino Brumidi (broo-MEE-dee) which shows his apotheosis (up-AH-thee-OH-sis). In a marble Jean-Antoine Houdon (ooh-don) sculpture located in Virginia's (*) State Capitol, this man leans against a cane. Three old women stand in front of a painting of this man in Grant Wood's Daughters of Revolution. Emmanuel Leutze (loyt-zuh) depicted this man standing in a boat fording an icy river. For 10 points, name this man depicted Crossing the Delaware and on the one-dollar bill.",George Washington
"A man of this name is asked to “dip the tip of his finger in water, and cool my tongue.” That beggar with this name is taken to Abraham's bosom while a rich man speaks to the pair in hell. A story about a man of this name, which is the last of the seven signs in the Gospel of John, contains the shortest Bible verse, (*) “Jesus wept.” That man's sister Martha tells Jesus that man of this name stinks, since he was in a cave for four days. For 10 points, give this name of a man from Bethany whom Jesus raised from the dead.",Lazarus
"A user on this platform with the screen name DaddyOFive was at the center of criticisms about emotional child abuse on this platform. This platform is the namesake of a style of video that surreally edits pre-existing content together; that style of video combines this site's name with the word (*) “Poop.” In 2021, the counts of dislikes for individual posts on this platform were hidden. Successful content creators on this platform are given “Play Button” awards. For 10 points, name this video streaming platform owned by Google.",YouTube
"Richard Lee's work in this desert, where Lee “ate Christmas,” was analyzed at the “Man the Hunter” symposium. Marshall Sahlins created the “original affluent society” hypothesis based on residents of this desert. Louis Liebenberg's studies of kudu (KOO-doo) hunts in this desert supported the endurance running hypothesis. Lorna and John Marshall filmed the (*) !Kung (kung) people in this desert, whose indigenous San are sometimes known as Bushmen. For 10 points, the world's genetically oldest humans are found in what desert that covers most of Botswana?",Kalahari Desert
"Charles Lee, who represented the petitioner in this case, argued Stuart v. Laird a week later in another case arising from the same law. This case's petitioner, a Maryland banking magnate, requested the Supreme Court issue a writ of (*) mandamus after being appointed justice of the peace in order to claim a commission as a “Midnight Judge.” The Court unanimously ruled part of the Judiciary Act of 1789 unconstitutional in this case. For 10 points, name this 1803 Supreme Court case that established the principle of judicial review.",Marbury v. Madison
"A Weston cell is used to calibrate devices that measure this quantity; those devices usually have a high resistance. A difference in this quantity is produced when a magnetic field is applied perpendicular to the current in the Hall effect. The sum of this quantity around a loop equals zero according to (*) Kirchoff's (KEER-kahf's) law for this quantity. This quantity is equal to current times resistance according to Ohm's law. For 10 points, name this quantity that is stored in batteries and measured in volts.",voltage [or electric potential; or electromotive force; or EMF]
"The second section of this piece repeats a triplet motif which the composer whistled at home to his wife Caroline Alice. An amateur pianist warms up in the second section of this piece, whose sections are often titled for initials such as “C.A.E.” This composition, dedicated to Dorabella and other (*) “friends pictured within,” depicts Augustus Jaeger (YAY-gur) in the section “Nimrod.” Sections of this piece are based on a mysterious theme that may be “Rule, Britannia.” For 10 points, name this composition by Edward Elgar.",Enigma Variations [or Variations on an Original Theme]
"During this organ's development, the foramen ovale (for-AIM-en oh-VAL-ee) may fail to close, which could lead to an increase in the chance of stroke. Chordae tendinae (KOR-ai TEN-din-ai) connect the papillary muscles of this organ to both the mitral valve and the tricuspid valve. The (*) SA and AV nodes generate electrical impulses that regulate this organ, whose muscle is damaged in a myocardial infarction. The absence of P waves in an EKG can be a signal of ventricular tachycardia (TAK-ik-ARD-ee-uh) in this organ. For 10 points, name this four-chambered organ that pumps blood through the body.",heart
"In a play about one of these events, a character compares ideas to bean plants and says “Sickly ideas die quickly.” During that play, Henry Drummond is sent from Baltimore to attend this kind of event. In another play featuring one of these events, a character gives a racist rant during which every other character (*) turns their back. In that play by Reginald Rose, one of these events ends with some title characters miming using a switchblade and then exiting to announce their conclusion. For 10 points, name this type of event, at the end of which the 12 Angry Men of a jury vote to acquit.",trial [or jury trial; or court case; or lawsuit; prompt on legal proceeding] [The first play discussed is Inherit the Wind.]
"Astronomical ceremonies may have been held at a site made of this material called the Ring of Brodgar. The Bay of Skaill (scale) houses a settlement made of this material constructed by the Grooved Ware People, called Skara Brae (SKAA-ruh BREE). A site made of this material, part of a world Heritage Site with Avebury (AIV-ber-ee), contains 56 (*) “Aubrey holes,” or chalk pits. Druidic ceremonies were likely held at a site made of this material near Salisbury (SAHLZ-bree) that is 5,000 years old. For 10 points, name this material of a circular Neolithic monument in England, called its “henge.”",stone [or rock; or Stonehenge]
