Question,Answer
"This prime minister's government secured the return of the “Two Michaels” from China by releasing Meng Wanzhou (MAYNG wahn-JOE). This politician was investigated for accepting inappropriate gifts from the Aga Khan and for family members accepting payments from WE Charity. This person maintained his office in a (*) 2021 election despite Erin O'Toole's Conservative Party receiving about 150,000 more votes. This politician used the Emergencies Act to end the so-called Freedom Convoy of truckers. For 10 points, name this current prime minister of Canada.",Justin Trudeau [or Justin Pierre James Trudeau; prompt on Trudeau]
"The three g-factors of the electron are the factor accounting for this property, the orbital g- factor, and the Landé (LAHN-day) g-factor. The hypothesized graviton would have a value of two for this property. Opposite half-integer values for this property must be assigned to two electrons in an orbital according to an (*) exclusion principle named for Pauli. The Stern-Gerlach experiment used a beam of silver atoms to show that electrons have this property. For 10 points, name this form of intrinsic angular momentum possessed by quantum particles.",spin
"The lackluster response to a devastating 1985 earthquake in this city damaged president Miguel de la Madrid's reputation. In 1968, protestors were gunned down at the Plaza de las Tres Culturas in this city's Tlatelolco (tuh-LAT-lee-LOH-koh) neighborhood shortly before it hosted the (*) Summer Olympics. The Institutional Revolutionary Party ruled from this capital city from 1929 to 2000. This capital city contains the Museo del Templo Mayor and the Frida Kahlo Museum. For 10 points, name this capital city built over the former Aztec capital.",Mexico City [or Ciudad de México]
"A painting of one of these events is believed to depict Victorine Meurent (myoo-rawn) along with two of the artist's brothers and was inspired by Titian's (TEE-shun's) Pastoral Concert. Two people in straw hats lean against a diagonal railing in a painting of one of these events. A pink-striped awning frames a painting of one of these events held for a (*) boating party, by Pierre-Auguste Renoir (ren-wawr). Two clothed men and a naked woman lounge by a river in an Edouard Manet (man- AY) painting titled after, for 10 points, what event “on the Grass”?",luncheon [or lunch; or picnic; or dejeuner; or Luncheon of the Boating Party; or Luncheon on the Grass; or Le Déjeuner des canotiers; or Le Déjeuner sur l'herbe]
"The Hepburn Act strengthened federal regulation of this industry, amending an 1887 act. Rutherford B. Hayes sent in federal troops to put down an 1877 “Great Strike” in this industry in West Virginia. Richard Olney sent General Nelson (*) Miles to put down another strike in this industry, which was stopped by Grover Cleveland due to a potential effect on mail delivery. Eugene V. Debs led a strike against this industry's Pullman Company. For 10 points, name this industry, which employed thousands of workers to construct a transcontinental route.",railroad industry [or rail; or trains; or rail cars industry]
"This poetry cycle notes that Earth could not answer  when There was- and then no more of THEE and ME.” An extended metaphor in this collection asks “Who is the Potter, pray, and who the pot?” A Eugene O'Neill comedy is named after a line from these poems, “Ah Wilderness!” This collection notes “The Moving (*) Finger writes: and, having writ, / Moves on,” and asks for “A Jug of Wine, a loaf of Bread- and Thou.” For 10 points, name this set of Persian-language quatrains translated by Edward FitzGerald and attributed to Omar Khayyam (oh-MAR ee-hai-AHM).",Rubaiyat (ROO-bai-ot or ROH-boh-ee-YOT) of Omar Khayyam
"The public transit system named for this city is the subject of the proposed Connect 400 expansion and has an extreme transfer outpost at the suburban Cumberland Mall. This city's attempt to annex Sandy Springs sparked the “cityhood” movement in its suburbs. The HBCUs Clark, Spelman, and (*) Morehouse are located in this city, where Eric Rudolph carried out a bombing of the Olympics at Centennial Park, which is near the headquarters of Coca-Cola. The busiest airport in the world, Hartsfield-Jackson, serves, for 10 points, what capital of Georgia?",Atlanta
"The speaker of this poem exhorts to “Rather at once our time devour.” The speaker of this poem thinks his “vegetable love should grow/ Vaster than empires and more slow”, while its addressee “Shouldst rubies find” walking by the Ganges. The speaker of this poem asks its addressee to “refuse/ Till the (*) conversion of the Jews.” The speaker of this poem can “always hear...Time's winged chariot hurrying near.” For 10 points, name this quintessential carpe diem poem that begins “Had we but world enough and time,” and is by Andrew Marvell.",“To His Coy Mistress”
"This allotrope can be magnetized by contact with smoothed YIG. A “flying carpet” made of this allotrope can be used to deliver TRAIL and DOX in cancer treatment. Andre Geim (heym) discovered this allotrope using scotch tape and mechanical exfoliation. This extremely conductive allotrope is a lattice arranged in a (*) hexagonal shape and is another form of the same substance that comprises buckyballs and diamonds. For 10 points, name this two-dimensional form of carbon whose stacked layers are known as its “-ite” form and are used in pencils.",graphene [prompt on graphite; prompt on carbon until it is read]
"In an opera by this composer, Clorinda and Tisbe's father hides Angelina, who falls in love with Prince Ramiro. This composer wrote an opera in which the female lead sings the aria “Deh! tu reggi in tal momento” (DEH TOO rej-ee in TAL moh-MAIN-toh) from a scaffold. This composer of La Cenerentola (lah CHAY-nay-REN-toh-lah) wrote an opera that includes a (*) galop called the “March of the Swiss Soldiers” and centers on Gessler forcing the protagonist to shoot an arrow through an apple on Jemmy's head. For 10 points, name this Italian composer of Cinderella, The Thieving Magpie, and William Tell.",Gioachino Rossini [Gioachino Antonio Rossini]
"This character, who donated part of his lifespan to his descendant Dawood (duh-WOOED), was given the honorific “Chosen of Allah,” or Safiullah (SAH-fee-oo-LAH). Abu Huraira (hoo-RAY-ruh) narrated that people in paradise will all look like this person, who was sixty cubits tall. In Muslim tradition, this husband of Hawwa is considered the first prophet. Because (*) Iblis was made of smokeless fire, Iblis refused Allah's command to bow to this man, who was formed after Allah gave the command “Be” to make him from dust. For 10 points, name this Quranic and Biblical first man.",Adam [or Adem]
"On a holiday devoted to these people, green mugwort dumplings are commonly eaten. These people are the namesakes of a “tablet” often found at home shrines. Locations devoted to these people are swept in a festival held about two weeks after the spring equinox on which fake money is burned. A central concern in (*) Daoism is often described as “worship” or “reverence” of these people, who are the largest group included in the concept of filial piety. For 10 points, name these usually-deceased family members.",ancestors [or 祔; or fù; or 祖先; or zǔxiān; prompt on fathers; prompt on parents; prompt on dead people; prompt on spirits; prompt on ghosts; prompt on family members until “family members” is read; ]
